Experiment,Input_Path,Input_MiB,Input_GiB,Input_GB,Rows,Chunks,Chunk_KiB,GPU_Batch_Chunks,Batches,LZ4_HC_Level,Compressed_MiB,Compression_Reduction_Percent,Preprocess_Compress_ms_Not_Counted,Resident_Decomp_ms_Avg,Resident_Decomp_ms_StdDev,Resident_Decomp_GiBps,Resident_Decomp_GBps,Resident_Decomp_SUM_ms_Avg,Resident_Decomp_SUM_ms_StdDev,Resident_Decomp_SUM_GiBps,Resident_Decomp_SUM_GBps,Reference_SUM,GPU_SUM,SUM_Match,Exact_Match
sorted_sf10_quantity_repeated_23x_5gib,data/baseline_quantity_sf10_sorted_lz4best_repeated/quantity_sf10_sorted_lz4best_repeated_23x_5gib.bin,3546.5,3.46338,3.71877,929693696,7093,512,4096,2,6,13.9992,99.6053,1703.01,15.5928,0.137781,222.114,238.493,29.4719,0.0596798,117.514,126.18,23333780797,23333780797,YES,YES
